"year","artists","name"
2018,"['Lil Baby', 'Drake']","Yes Indeed"
2018,"['A Boogie Wit da Hoodie', '6ix9ine']","Swervin (feat. 6ix9ine)"
2018,"['Juice WRLD', 'Lil Uzi Vert']","Wasted (feat. Lil Uzi Vert)"
2018,"['Trippie Redd', 'Juice WRLD']","1400 / 999 Freestyle"
2018,"['Playboi Carti', 'Lil Uzi Vert']","Shoota (feat. Lil Uzi Vert)"
2018,"['Post Malone', 'Ty Dolla $ign']","Psycho (feat. Ty Dolla $ign)"
2018,"['Zedd', 'Maren Morris', 'Grey']","The Middle"
2018,"['Kodak Black', 'Offset', 'Travis Scott']","ZEZE (feat. Travis Scott & Offset)"
2018,"['Cardi B', 'Bad Bunny', 'J Balvin']","I Like It"
2018,"['Juice WRLD', 'Seezyn']","Hide (feat. Seezyn)"
2018,"['Future', 'Juice WRLD']","Fine China"
2018,"['Metro Boomin', '21 Savage']","10 Freaky Girls (with 21 Savage)"
2018,"['Ski Mask The Slump God', 'Juice WRLD']","Nuketown (feat. Juice WRLD)"
2018,"['Summer Walker', 'Drake']","Girls Need Love (with Drake) - Remix"
2018,"['Lady Gaga', 'Bradley Cooper']","Shallow"
2018,"['RL Grime', '24hrs']","UCLA"
2018,"['Morgan Wallen', 'Florida Georgia Line']","Up Down (feat. Florida Georgia Line)"
2018,"['Kendrick Lamar', 'SZA']","All The Stars (with SZA)"
2018,"['6LACK', 'J. Cole']","Pretty Little Fears (feat. J. Cole)"
2018,"['benny blanco', 'Halsey', 'Khalid']","Eastside (with Halsey & Khalid)"
2018,"['benny blanco', 'Juice WRLD', 'Brendon Urie']","Roses (with Juice WRLD feat. Brendon Urie)"
2018,"['Kanye West', 'PARTYNEXTDOOR']","Ghost Town"
2018,"['Kina', 'Adriana Proenza']","Can We Kiss Forever?"
2018,"['Lil Yachty', 'Juice WRLD']","Yacht Club (feat. Juice WRLD)"
2018,"['Camila Cabello', 'Young Thug']","Havana (feat. Young Thug)"
2018,"['Bad Bunny', 'Drake']","MIA (feat. Drake)"
2018,"['BlocBoy JB', 'Drake']","Look Alive (feat. Drake)"
2018,"['Tyga', 'Offset']","Taste (feat. Offset)"
2018,"['A$AP Rocky', 'Skepta']","Praise The Lord (Da Shine) (feat. Skepta)"
2018,"['The Chainsmokers', 'Kelsea Ballerini']","This Feeling"
2018,"['Clairo', 'Rejjie Snow']","Hello?"
2018,"['Kali Uchis', 'Tyler, The Creator', 'Bootsy Collins']","After The Storm (feat. Tyler, The Creator & Bootsy Collins)"
2018,"['Eminem', 'Joyner Lucas']","Lucky You (feat. Joyner Lucas)"
2018,"['Wiz Khalifa', 'Swae Lee']","Hopeless Romantic (feat. Swae Lee)"
2018,"['遠野高志', '加島優', '矢口恭介', 'ジミー', '百合絢斗', '田村唯', '明美圭一', '糸目幸士郎', '鹿谷樹']","Touch You"
2018,"['Khalid', '6LACK', 'Ty Dolla $ign']","OTW"
2018,"['Nio Garcia', 'Casper Magico', 'Bad Bunny', 'Darell', 'Ozuna', 'Nicky Jam']","Te Boté - Remix"
2018,"['Ski Mask The Slump God', 'XXXTENTACION']","Take A Step Back"
2018,"['Migos', 'Drake']","Walk It Talk It"
2018,"['Tyler, The Creator', 'A$AP Rocky']","Potato Salad"
2018,"['Khalid', 'Normani']","Love Lies (with Normani)"
2018,"['A Boogie Wit da Hoodie', 'Juice WRLD']","Demons and Angels (feat. Juice WRLD)"
2018,"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']","FEFE"
2018,"['Gucci Mane', 'Bruno Mars', 'Kodak Black']","Wake Up in the Sky"
2018,"['Marshmello', 'Anne-Marie']","FRIENDS"
2018,"['Lil Baby', 'Gunna', 'Lil Uzi Vert']","Life Goes On"
2018,"['YG', '2 Chainz', 'Big Sean', 'Nicki Minaj']","BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)"
2018,"['Shoreline Mafia', 'Rob Vicious', 'OHGEESY', 'Fenix Flexin', 'Master Kato']","Bands (feat. OhGeesy, Fenix Flexin & Master Kato)"
2018,"['Masego', 'FKJ']","Tadow"
2018,"['Joji', 'Clams Casino']","CAN'T GET OVER YOU (feat. Clams Casino)"
2018,"['Calvin Harris', 'Dua Lipa']","One Kiss (with Dua Lipa)"
2019,"['SAINt JHN', 'Imanbek']","Roses - Imanbek Remix"
2019,"['Wallows', 'Clairo']","Are You Bored Yet? (feat. Clairo)"
2019,"['JP Saxe', 'Julia Michaels']","If the World Was Ending - feat. Julia Michaels"
2019,"['Juice WRLD', 'YoungBoy Never Broke Again']","Bandit (with YoungBoy Never Broke Again)"
2019,"['Mustard', 'Roddy Ricch']","Ballin' (with Roddy Ricch)"
2019,"['Topic', 'A7S']","Breaking Me"
2019,"['Roddy Ricch', 'Mustard']","High Fashion (feat. Mustard)"
2019,"['Dan + Shay', 'Justin Bieber']","10,000 Hours (with Justin Bieber)"
2019,"['Chris Brown', 'Drake']","No Guidance (feat. Drake)"
2019,"['Polo G', 'Lil Tjay']","Pop Out (feat. Lil Tjay)"
2019,"['Surf Mesa', 'Emilee']","ily (i love you baby) (feat. Emilee)"
2019,"['Drake', 'Rick Ross']","Money In The Grave (Drake ft. Rick Ross)"
2019,"['Tyler, The Creator']","EARFQUAKE"
2019,"['Jeremy Zucker', 'Chelsea Cutler']","you were good to me"
2019,"['JACKBOYS', 'Travis Scott', 'Young Thug']","OUT WEST (feat. Young Thug)"
2019,"['Machine Gun Kelly', 'YUNGBLUD', 'Travis Barker']","I Think I'm OKAY (with YUNGBLUD & Travis Barker)"
2019,"['Doja Cat', 'Gucci Mane']","Like That (feat. Gucci Mane)"
2019,"['HIXTAPE', 'HARDY', 'Lauren Alaina', 'Devin Dawson']","One Beer (HARDY feat. Lauren Alaina, Devin Dawson)"
2019,"['Post Malone', 'Swae Lee']","Sunflower - Spider-Man: Into the Spider-Verse"
2019,"['benny blanco', 'Juice WRLD']","Graduation (with Juice WRLD)"
2019,"['Post Malone', 'Young Thug']","Goodbyes (feat. Young Thug)"
2019,"['J Balvin', 'Bad Bunny']","LA CANCIÓN"
2019,"['Kygo', 'Whitney Houston']","Higher Love"
2019,"['Ellie Goulding', 'Juice WRLD']","Hate Me (with Juice WRLD)"
2019,"['iann dior', 'Trippie Redd']","gone girl"
2019,"['Post Malone', 'Ozzy Osbourne', 'Travis Scott']","Take What You Want (feat. Ozzy Osbourne & Travis Scott)"
2019,"['Bad Bunny', 'Tainy']","Callaita"
2019,"['Machine Gun Kelly', 'Trippie Redd']","Candy (feat. Trippie Redd)"
2019,"['Lil Mosey', 'Gunna']","Stuck In A Dream (feat. Gunna)"
2019,"['Mustard', 'Migos']","Pure Water (with Migos)"
2019,"['The Chainsmokers', 'Bebe Rexha']","Call You Mine"
2019,"['BENEE', 'Gus Dapperton']","Supalonely"
2019,"['DaBaby', 'Lil Baby', 'Moneybagg Yo']","TOES (feat. Lil Baby & Moneybagg Yo)"
2019,"['KAROL G', 'Nicki Minaj']","Tusa"
2019,"['H.E.R.', 'YG']","Slide"
2019,"['Lil Nas X', 'Billy Ray Cyrus']","Old Town Road - Remix"
2019,"['Post Malone', 'DaBaby']","Enemies (feat. DaBaby)"
2019,"['Kehlani', 'Ty Dolla $ign']","Nights Like This (feat. Ty Dolla $ign)"
2019,"['Sam Smith', 'Normani']","Dancing With A Stranger (with Normani)"
2019,"['Megan Thee Stallion', 'DaBaby']","Cash Shit (feat. DaBaby)"
2019,"['Marshmello', 'Kane Brown']","One Thing Right"
2019,"['Quality Control', 'Lil Baby', 'DaBaby']","Baby (Lil Baby feat. DaBaby)"
2019,"['Camila Cabello', 'DaBaby']","My Oh My (feat. DaBaby)"
2019,"['Idina Menzel', 'AURORA']","Into the Unknown"
2019,"['DaniLeigh', 'Chris Brown']","Easy - Remix"
2019,"['Lil Nas X', 'DaBaby']","Panini - DaBaby Remix"
2019,"['Lil Peep', 'Lil Tracy']","witchblades"
2019,"['Y2K', 'bbno$']","Lalala"
2019,"['Young Thug', 'Gunna']","Hot (feat. Gunna)"
2019,"['BTS', 'Halsey']","Boy With Luv (feat. Halsey)"
2019,"['Parmalee', 'Blanco Brown']","Just the Way"
2019,"['Lil Tecca', 'Juice WRLD']","Ransom (with Juice WRLD) - Remix"
2019,"['Shawn Mendes', 'Camila Cabello']","Señorita"
2019,"['Maren Morris', 'Hozier']","The Bones - with Hozier"
2019,"['Dreamville', 'J. Cole', 'Lute', 'DaBaby']","Under The Sun (with J. Cole & Lute feat. DaBaby)"
2019,"['Jaden', 'WILLOW']","Summertime In Paris"
2019,"['Summer Walker', 'Bryson Tiller']","Playing Games (with Bryson Tiller) - Extended Version"
2019,"['JACKBOYS', 'Pop Smoke', 'Travis Scott']","GATTI"
2019,"['Bryce Vine', 'YG']","La La Land (feat. YG)"
2019,"['Ed Sheeran', 'Khalid']","Beautiful People (feat. Khalid)"
2019,"['Quality Control', 'Layton Greene', 'Lil Baby', 'City Girls', 'PnB Rock']","Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)"
2019,"['MAX', 'Quinn XCII']","Love Me Less (feat. Quinn XCII)"
2019,"['Taylor Swift', 'Brendon Urie', 'Panic! At The Disco']","ME! (feat. Brendon Urie of Panic! At The Disco)"
2019,"['Ariana Grande', 'Social House']","boyfriend (with Social House)"
2019,"['Tory Lanez', 'Chris Brown']","The Take (feat. Chris Brown)"
2019,"['Thomas Rhett', 'Jon Pardi']","Beer Can’t Fix"
2019,"['Young Thug', 'J. Cole', 'Travis Scott']","The London (feat. J. Cole & Travis Scott)"
2019,"['Trippie Redd', 'Juice WRLD', 'YNW Melly']","6 Kiss"
2019,"['Ed Sheeran', 'Justin Bieber']","I Don't Care (with Justin Bieber)"
2020,"['24kGoldn', 'iann dior']","Mood (feat. iann dior)"
2020,"['Pop Smoke', 'Lil Baby', 'DaBaby']","For The Night (feat. Lil Baby & DaBaby)"
2020,"['Cardi B', 'Megan Thee Stallion']","WAP (feat. Megan Thee Stallion)"
2020,"['Drake', 'Lil Durk']","Laugh Now Cry Later (feat. Lil Durk)"
2020,"['Bad Bunny', 'Jhay Cortez']","Dakiti"
2020,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']","Lemonade"
2020,"['Justin Bieber', 'Chance the Rapper']","Holy (feat. Chance The Rapper)"
2020,"['Justin Bieber', 'benny blanco']","Lonely (with benny blanco)"
2020,"['Juice WRLD', 'Marshmello']","Come & Go (with Marshmello)"
2020,"['Jack Harlow', 'Tory Lanez', 'DaBaby', 'Lil Wayne']","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix"
2020,"['DJ Khaled', 'Drake']","POPSTAR (feat. Drake)"
2020,"['21 Savage', 'Metro Boomin']","Runnin"
2020,"['21 Savage', 'Metro Boomin', 'Drake']","Mr. Right Now (feat. Drake)"
2020,"['Kane Brown', 'Swae Lee', 'Khalid']","Be Like That - feat. Swae Lee & Khalid"
2020,"['Machine Gun Kelly', 'blackbear']","my ex's best friend (with blackbear)"
2020,"['Pop Smoke', 'Lil Tjay']","Mood Swings (feat. Lil Tjay)"
2020,"['Ariana Grande', 'Doja Cat']","motive (with Doja Cat)"
2020,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']","Lemonade (feat. Gunna, Don Toliver & NAV)"
2020,"['Chris Brown', 'Young Thug']","Go Crazy"
2020,"['Dua Lipa', 'DaBaby']","Levitating (feat. DaBaby)"
2020,"['CORPSE', 'Savage Ga$p']","E-GIRLS ARE RUINING MY LIFE!"
2020,"['Powfu', 'beabadoobee']","death bed (coffee for your head)"
2020,"['Maluma', 'The Weeknd']","Hawái - Remix"
2020,"['DDG', 'Blueface']","Moonwalking in Calabasas (feat. Blueface) - Remix"
2020,"['Pop Smoke', '50 Cent', 'Roddy Ricch']","The Woo (feat. 50 Cent & Roddy Ricch)"
2020,"['Big Sean', 'Post Malone']","Wolves (feat. Post Malone)"
2020,"['The Kid LAROI', 'Juice WRLD']","GO (feat. Juice WRLD)"
2020,"['Joel Corry', 'MNEK']","Head & Heart (feat. MNEK)"
2020,"['Juice WRLD', 'Marshmello', 'The Kid LAROI', 'Polo G']","Hate The Other Side (with Marshmello & The Kid Laroi)"
2020,"['Gunna', 'Young Thug']","DOLLAZ ON MY HEAD (feat. Young Thug)"
2020,"['Jawsh 685', 'Jason Derulo']","Savage Love (Laxed - Siren Beat)"
2020,"['Ariana Grande', 'The Weeknd']","off the table (with The Weeknd)"
2020,"['Lil Baby', '42 Dugg']","We Paid (feat. 42 Dugg)"
2020,"['Money Man', 'Lil Baby']","24 (feat. Lil Baby)"
2020,"['Ariana Grande', 'Ty Dolla $ign']","safety net (feat. Ty Dolla $ign)"
2020,"['J Balvin', 'Tainy', 'Dua Lipa', 'Bad Bunny']","UN DIA (ONE DAY) (Feat. Tainy)"
2020,"['Future', 'Lil Uzi Vert']","Drankin N Smokin"
2020,"['Travis Scott', 'Young Thug', 'M.I.A.']","FRANCHISE (feat. Young Thug & M.I.A.)"
2020,"['Rod Wave', 'Lil Baby']","Rags2Riches 2 (feat. Lil Baby)"
2020,"['DJ Khaled', 'Drake']","GREECE (feat. Drake)"
2020,"['Juice WRLD', 'The Weeknd']","Smile (with The Weeknd)"
2020,"['Ariana Grande', 'Justin Bieber']","Stuck with U (with Justin Bieber)"
2020,"['Future', 'Drake']","Life Is Good (feat. Drake)"
2020,"['Polo G', 'Juice WRLD']","Flex (feat. Juice WRLD)"
2020,"['Eminem', 'Juice WRLD']","Godzilla (feat. Juice WRLD)"
2020,"['Ty Dolla $ign', 'Post Malone']","Spicy (feat. Post Malone)"
2020,"['Future', 'Lil Uzi Vert']","That’s It"
2020,"['THE SCOTTS', 'Travis Scott', 'Kid Cudi']","THE SCOTTS"
2020,"['Pop Smoke', 'A Boogie Wit da Hoodie']","Hello (feat. A Boogie Wit da Hoodie)"
2020,"['21 Savage', 'Metro Boomin']","Glock In My Lap"
2020,"['G Herbo', 'Juice WRLD', 'Lil Uzi Vert', 'Chance the Rapper']","PTSD"
2020,"['Drake', 'Giveon']","Chicago Freestyle (feat. Giveon)"
2020,"['Internet Money', 'Juice WRLD', 'Trippie Redd']","Blastoff (feat. Juice Wrld & Trippie Redd)"
2020,"['Diplo', 'Morgan Wallen']","Heartless (feat. Morgan Wallen)"
2020,"['Future', 'Lil Uzi Vert']","Stripes Like Burberry"
2020,"['Machine Gun Kelly', 'Halsey']","forget me too (feat. Halsey)"
2020,"['Marshmello', 'Halsey']","Be Kind (with Halsey)"
2020,"['SZA', 'The Neptunes', 'Pharrell Williams', 'Ty Dolla $ign']","Hit Different"
2020,"['Megan Thee Stallion', 'Beyoncé']","Savage Remix (feat. Beyoncé)"
2020,"['Sech', 'Daddy Yankee', 'J Balvin', 'ROSALÍA', 'Farruko']","Relación - Remix"
2020,"['Future', 'Lil Uzi Vert']","Real Baby Pluto"
2020,"['Anuel AA', 'Bad Bunny']","Hasta Que Dios Diga"
2020,"['Juice WRLD', 'Halsey']","Life's A Mess (feat. Halsey)"
2020,"['YNW Melly', 'Juice WRLD']","Suicidal (Remix) [feat. Juice WRLD]"
2020,"['24kGoldn', 'Justin Bieber', 'J Balvin', 'iann dior']","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior"
2020,"['Future', 'Lil Uzi Vert']","Million Dollar Play"
2020,"['Future', 'Lil Uzi Vert']","Marni On Me"
2020,"['Future', 'Lil Uzi Vert']","Sleeping On The Floor"
2020,"['Shawn Mendes', 'Justin Bieber']","Monster (Shawn Mendes & Justin Bieber)"
2020,"['Future', 'Lil Uzi Vert']","Plastic"
2020,"['The Kid LAROI', 'YoungBoy Never Broke Again', 'Internet Money']","TRAGIC (feat. Youngboy Never Broke Again & Internet Money)"
2020,"['Taylor Swift', 'Bon Iver']","exile (feat. Bon Iver)"
2020,"['Bad Bunny', 'Jowell & Randy', 'Ñengo Flow']","Safaera"
2020,"['Lady Gaga', 'Ariana Grande']","Rain On Me (with Ariana Grande)"
2020,"['Rod Wave', 'ATR Son Son']","Rags2Riches (feat. ATR Son Son)"
2020,"['King Von', 'Polo G']","The Code (feat. Polo G)"
2020,"['Megan Thee Stallion', 'Young Thug']","Don’t Stop (feat. Young Thug)"
2020,"['MAX', 'SUGA']","Blueberry Eyes (feat. SUGA of BTS)"
2020,"['City Girls', 'Doja Cat']","Pussy Talk"
2020,"['Future', 'Lil Uzi Vert']","Bought A Bad Bitch"
2020,"['YoungBoy Never Broke Again', 'Lil Wayne']","My Window (feat. Lil Wayne)"
2020,"['21 Savage', 'Metro Boomin', 'Young Thug']","Rich Nigga Shit (feat. Young Thug)"
2020,"['Polo G', 'Stunna 4 Vegas', 'NLE Choppa', 'Mike WiLL Made-It']","Go Stupid"
2020,"['Future', 'Lil Uzi Vert']","She Never Been To Pluto"
1994,"['Luther Vandross', 'Mariah Carey']","Endless Love (with Mariah Carey)"
1994,"['Big Mountain', 'Tom Lord-Alge']","Baby, I Love Your Way"
1994,"['Vico C', 'Jossie Esteban']","Me Acuerdo"
1994,"['Reel 2 Real', 'The Mad Stuntman', 'Erick Morillo']","I Like To Move It (feat. The Mad Stuntman) - Erick ""More"" Album Mix"
1995,"['James Horner', 'London Symphony Orchestra']","For The Love Of A Princess"
1995,"['Andrea Bocelli', 'Giorgia']","Vivo per lei"
1995,"['Karl Jenkins', 'Mike Ratledge', 'Adiemus', 'Jody K. Jenkins', 'London Philharmonic Orchestra', 'Mary Carewe']","Adiemus"
1995,"['Annie Lennox', 'Heff Moraes']","A Whiter Shade of Pale"
1996,"['2Pac', 'Jojo', 'KC']","How Do You Want It (ft. KC, Jojo)"
1997,"['Kenny G', 'Toni Braxton']","How Could an Angel Break My Heart"
1997,"['La Combinación Vallenata', 'Binomio de Oro de América', 'Alex Manga']","A Pesar de Todo"
1998,"['Eiffel 65', 'Gabry Ponte']","Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio"
1999,"['Snoop Dogg', 'Xzibit']","Bitch Please"
1999,"['Santana', 'Maná']","Corazon Espinado (feat. Mana)"
1999,"['Mariah Carey', 'Joe', '98º']","Thank God I Found You (feat. Joe & 98°)"
1999,"['Unlike Pluto', 'Joanna Jones']","No Scrubs"
2000,"['Wolfgang Amadeus Mozart', 'Academy of St. Martin in the Fields', 'Sir Neville Marriner']","Symphony No.25 in G minor, K.183: 1. Allegro con brio"
2000,"['Lisa Gerrard', 'Klaus Badelt', 'Hans Zimmer', 'Gavin Greenaway', 'The Lyndhurst Orchestra']","Now We Are Free - From ""Gladiator"" Soundtrack"
2000,"['M.O.P.', 'Busta Rhymes', 'Teflon', 'Remi Martin']","Ante Up (feat. Busta Rhymes, Teflon & Remi Martin) - Remix"
2000,"['Marco Barrientos', 'Marcela Gandara']","Lo Unico Que Quiero"
2000,"['PJ Harvey', 'Thom Yorke']","This Mess We're In"
2000,"['Air', 'Gordon Tracks']","Playground Love"
2000,"['The Offspring', 'Redman']","Original Prankster"
2001,"['Télépopmusik', 'Angela McCluskey']","Breathe"
2001,"['Howard Shore', 'Edward Ross']","The Breaking of the Fellowship (feat. ""In Dreams"")"
2001,"['Nicky Jam', 'Daddy Yankee']","En La Cama (feat. Daddy Yankee)"
2001,"['Celso Piña', 'Café Tacvba']","Aunque no sea conmigo (feat. Café Tacvba)"
2002,"['Christina Aguilera', ""Lil' Kim""]","Can't Hold Us Down (feat. Lil' Kim)"
2002,"['Elvis Presley', 'Junkie XL']","A Little Less Conversation - JXL Radio Edit Remix"
2003,"['Chad Kroeger', 'Josey Scott']","Hero (feat. Josey Scott)"
2003,"['Luny Tunes', 'Noriega', 'Zion & Lennox', 'Tito ""El Bambino""']","Hay Algo en Ti"
2003,"['Phil Oakey', 'Giorgio Moroder']","Together In Electric Dreams - Remastered / From ""Electric Dreams"" Original Motion Picture Soundtrack"
2003,"['James Brown', 'Fred Wesley', ""The J.B.'s""]","People Get Up And Drive Your Funky Soul - Remix"
2004,"['Johann Sebastian Bach', 'Leon Fleisher']","Sheep May Safely Graze"
2004,"['B2K', 'Diddy']","Bump, Bump, Bump (feat. P. Diddy)"
2004,"['RBD', 'Anahí', 'Dulce María', 'Maite Perroni', 'Christian Chávez', 'Christopher von Uckermann', 'Alfonso Herrera']","Solo Quédate En Silencio"
2004,"['Franco De Vita', 'Sin Bandera']","Si la Ves (feat. Sin Bandera)"
2004,"['Jesús Adrián Romero', 'Marcela Gandara']","Tu Estás Aquí"
2004,"['Aleks Syntek', 'Ana Torroja']","Duele El Amor"
2004,"['Daddy Yankee', 'Wisin & Yandel']","No Me Dejes Solo"
2004,"['RBD', 'Anahí', 'Dulce María', 'Maite Perroni', 'Christian Chávez', 'Christopher von Uckermann', 'Alfonso Herrera']","Rebelde"
2005,"['JAY-Z', 'Eminem']","Renegade"
2005,"['Nujabes', 'Cise Star', 'Akin']","Feather (feat. Cise Starr & Akin from CYNE)"
2005,"['Snoop Dogg', 'Pharrell Williams', 'Uncle Charlie Wilson']","Beautiful"
2005,"['The Game', '50 Cent']","Westside Story"
2005,"['Damian Marley', 'Nas']","Road To Zion"
2005,"['RBD', 'Anahí', 'Dulce María', 'Maite Perroni', 'Christian Chávez', 'Christopher von Uckermann', 'Alfonso Herrera']","Este Corazón"
2005,"['Mariah Carey', 'Jermaine Dupri', 'Fatman Scoop']","It's Like That"
2005,"['The Notorious B.I.G.', 'Faith Evans', 'The Game']","1970 Somethin' (feat. The Game & Faith Evans)"
2006,"['Héctor ""El Father""', 'Wisin & Yandel']","El Telefono"
2006,"['Chingy', 'Tyrese']","Pullin' Me Back"
2006,"['Troy', 'Gabriella Montez']","Breaking Free - From ""High School Musical""/Soundtrack Version"
2006,"['Monica', 'Dem Franchize Boyz']","Everytime Tha Beat Drop (feat. Dem Franchize Boyz)"
2006,"['Daddy Yankee', 'Wisin & Yandel', 'Zion', 'Hector', 'Tonny Tun Tun']","Noche De Entierro"
2006,"['Cherish', 'Sean Paul']","Do It To It"
2006,"['DJ Shadow', 'Mos Def']","Six Days - Remix"
2006,"['Ricky Martin', 'Lamari', 'Tommy Torres']","Tu Recuerdo (feat. La Mari De Chambao & Tommy Torres) - MTV Unplugged Version"
2006,"['Nightmare', 'DEATH NOTE デスノート']","the WORLD"
2006,"['RBD', 'Anahí', 'Dulce María', 'Maite Perroni', 'Christian Chávez', 'Christopher von Uckermann', 'Alfonso Herrera']","Ser O Parecer"
2007,"['Beyoncé', 'JAY-Z']","Upgrade U (feat. Jay-Z)"
2007,"['Glen Hansard', 'Markéta Irglová']","Falling Slowly"
2007,"['Claude Debussy', 'Alain Planes']","Rêverie"
2007,"['Ice Cube', 'Mack 10', 'Ms. Toi']","You Can Do It"
2007,"['CHAD', 'Ryan']","I Don't Dance"
2007,"['R. Kelly', 'Usher']","Same Girl (with Usher)"
2007,"['Timbaland', 'Justin Timberlake', 'Nelly Furtado']","Give It To Me"
2007,"['Elijah Kelley', 'John Travolta', 'Queen Latifah', 'Nikki Blonsky', 'Zac Efron', 'Amanda Bynes']","You Can't Stop The Beat"
2007,"['Beyoncé', 'Shakira']","Beautiful Liar"
2007,"['Troy', 'Gabriella']","You Are the Music in Me"
2007,"['Apocalyptica', 'Adam Gontier']","I Don't Care"
2007,"['Kat Deluna', 'Elephant Man']","Whine Up (feat. Elephant Man) - English Version"
2008,"['Meryl Streep', 'Julie Walters', 'Christine Baranski']","Dancing Queen - From 'Mamma Mia!' Original Motion Picture Soundtrack"
2008,"['Usher', 'Beyoncé', 'Lil Wayne']","Love in This Club, Pt. II (feat. Beyoncé & Lil' Wayne)"
2008,"['Demi Lovato', 'Joe Jonas']","This Is Me"
2008,"['Amanda Seyfried', 'Ashley Lilley', 'Rachel McDowall']","Gimme! Gimme! Gimme! (A Man After Midnight) - From 'Mamma Mia!' Original Motion Picture Soundtrack"
2008,"['Colin Firth', 'Pierce Brosnan', 'Stellan Skarsgård', 'Amanda Seyfried', 'Meryl Streep']","Our Last Summer - From 'Mamma Mia!' Original Motion Picture Soundtrack"
2008,"['High School Musical Cast', 'Vanessa Hudgens', 'Lucas Grabeel', 'Zac Efron', 'Olesya Rulin']","Just Wanna Be With You - Original Version"
2009,"['3OH!3', 'Matt Squire']","STARSTRUKK (feat. Katy Perry)"
2009,"['Carter Burwell', 'Dan Redfeld', 'Elizabeth Hedman']","Bella's Lullaby"
2009,"['Madonna', 'Justin Timberlake', 'Timbaland']","4 Minutes (feat. Justin Timberlake & Timbaland)"
2009,"['Erik Satie', 'Alexandre Tharaud']","Première Gymnopédie"
2009,"['Lady Gaga', 'Beyoncé']","Telephone"
2010,"['Gorillaz', 'Little Dragon']","Empire Ants (feat. Little Dragon)"
2010,"['Scarface', 'Johnny P', '2Pac']","Smile"
2010,"['Kanye West', 'Bon Iver']","Lost In The World"
2010,"['Kesha', '3OH!3']","Blah Blah Blah (feat. 3OH!3)"
2010,"['Frédéric Chopin', 'Luis Fernando Pérez']","Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1"
2010,"['Kanye West', 'JAY-Z', 'Pusha T', 'CyHi The Prynce', 'Swizz Beatz', 'RZA']","So Appalled"
2010,"['Gorillaz', 'Bobby Womack', 'Mos Def']","Stylo (feat. Mos Def and Bobby Womack)"
2010,"['Christopher Wilde', 'Stubby']","Hero"
2010,"['Los Buitres De Culiacan Sinaloa', 'El Movimiento Alterado', 'Bukanas De Culiacan', 'El Komander', 'Los Buchones de Culiacan', 'Los 2 Primos', 'Erik Estrada', 'Noel Torres', ""Rogelio Martinez 'El Rm'"", 'Los Nuevos Elegantes', 'Oscar Garcia']","Sanguinarios Del M1"
2010,"['Bruno Mars', 'Damian Marley']","Liquor Store Blues (feat. Damian Marley)"
2010,"['Kanye West', 'John Legend']","Blame Game"
2010,"['B.o.B', 'Eminem', 'Hayley Williams']","Airplanes, Pt. II (feat. Eminem & Hayley Williams of Paramore)"
2010,"['Gorillaz', 'Mick Jones', 'Paul Simonon']","Plastic Beach (feat. Mick Jones and Paul Simonon)"
2010,"['Breakbot', 'Irfane']","Baby I'm Yours"
2010,"['Demi Lovato', 'Joe Jonas']","Wouldn't Change a Thing - From ""Camp Rock 2: The Final Jam"""
2010,"['Eminem', 'P!nk']","Won't Back Down"
2010,"['Dr. Dre', 'Snoop Dogg', 'Akon']","Kush - Main"
2010,"['Shakira', 'El Cata']","Loca (feat. El Cata)"
2010,"['Brian Eno', 'Jon Hopkins', 'Leo Abrahams']","Emerald and Stone"
2011,"['Brian Tuey', 'James McCawley', 'Kevin Sherwood', 'Treyarch Sound']","115"
2011,"['Brad Paisley', 'Carrie Underwood']","Remind Me (with Carrie Underwood)"
2011,"['Ricardo Arjona', 'Gaby Moreno']","Fuiste Tú (feat. Gaby Moreno)"
2011,"['Kelly Rowland', 'Lil Wayne']","Motivation"
2011,"['Pitbull', 'T-Pain']","Hey Baby (Drop It to the Floor) (feat. T-Pain)"
2011,"['JAY-Z', 'Kanye West']","Gotta Have It"
2011,"['Lykke Li', 'The Magician']","I Follow Rivers - The Magician Remix"
2011,"['MF DOOM', 'DJ Cucumber Slice']","Rhymes Like Dimes"
2011,"['Pusha T', 'Tyler, The Creator']","Trouble On My Mind"
2011,"['Benny Benassi', 'Gary Go', 'Skrillex']","Cinema - Skrillex Remix"
2011,"['Beyoncé', 'André 3000']","Party (feat. André 3000)"
2011,"['Gym Class Heroes', 'Neon Hitch']","Ass Back Home (feat. Neon Hitch)"
2011,"['Chris Brown', 'Ludacris']","Wet The Bed (feat. Ludacris)"
2011,"['The Lonely Island', 'Akon']","I Just Had Sex"
2011,"['Justin Bieber', 'Mariah Carey']","All I Want For Christmas Is You (SuperFestive!) Duet with Mariah Carey"
2011,"['Jay Rock', 'Kendrick Lamar']","Hood Gone Love It (feat. Kendrick Lamar)"
