"year","artists","name"
2018,"['Wiz Khalifa', 'Ty Dolla $ign']","Something New (feat. Ty Dolla $ign)"
2018,"['KIDS SEE GHOSTS', 'Louis Prima']","4th Dimension"
2018,"['Gunna', 'Young Thug', 'Lil Baby']","Oh Okay (feat. Young Thug & Lil Baby)"
2018,"['Alan Walker', 'K-391', 'Emelie Hollow']","Lily"
2018,"['Future', 'Juice WRLD']","Realer N Realer"
2018,"['Kodak Black', 'Juice WRLD']","MoshPit (feat. Juice WRLD)"
2018,"['Jelly Roll', 'Struggle Jennings']","Fall in the Fall"
2018,"['Wisin & Yandel', 'Romeo Santos']","Aullando"
2018,"['SNBRN', 'Autograf', 'KOLE']","Move All Night"
2018,"['SadBoyProlific', 'Aiko', 'Teqkoi']","Walk Away"
2018,"['Young Thug', 'Young Stoner Life Records', 'Gunna', 'Lil Baby']","Chanel (Go Get It) [feat. Gunna & Lil Baby]"
2018,"['Maroon 5', 'Cardi B']","Girls Like You (feat. Cardi B)"
2018,"['Jason Aldean', 'Miranda Lambert']","Drowns The Whiskey (feat. Miranda Lambert)"
2018,"['Little Mix', 'Nicki Minaj']","Woman Like Me (feat. Nicki Minaj)"
2018,"['Lil Skies', 'Rich The Kid']","Creeping (feat. Rich the Kid)"
2018,"['Iggy Azalea', 'Tyga']","Kream (feat. Tyga)"
2018,"['Shiloh Dynasty', 'Patient Zero']","Imagination"
2018,"['Jubël', 'NEIMY']","Dancing In The Moonlight (feat. NEIMY)"
2018,"['Cuco', 'J-Kwe$t']","Summer Time High Time"
2019,"['James Arthur', 'Ty Dolla $ign', 'SHOTTY HORROH']","Treehouse (feat. Shotty Horroh)"
2019,"['Lil Peep', 'ILOVEMAKONNEN', 'Fall Out Boy']","I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy)"
2019,"['Lil Tjay', 'Lil Durk']","Brothers (feat. Lil Durk) - Remix"
2019,"['Khalid', 'Disclosure']","Talk"
2019,"['Yung Gravy', 'bbno$']","Whip A Tesla"
2019,"['Kristen Bell', 'Idina Menzel', 'Josh Gad', 'Jonathan Groff', 'Cast of Frozen 2']","Some Things Never Change"
2019,"['Machine Gun Kelly', 'Naomi Wild']","Glass House (feat. Naomi Wild)"
2019,"['JACKBOYS', 'Travis Scott', 'Don Toliver']","WHAT TO DO? (feat. Don Toliver)"
2019,"['Vince Staples', '6LACK', 'Mereba']","Yo Love - From ""Queen & Slim: The Soundtrack"""
2019,"['Lenin Ramírez', 'Grupo Firme']","Yo Ya No Vuelvo Contigo - En Vivo"
2019,"['Tee Grizzley', 'A Boogie Wit da Hoodie', 'YNW Melly']","Young Grizzley World (feat. A Boogie Wit Da Hoodie & YNW Melly)"
2019,"['Brooks & Dunn', 'Luke Combs']","Brand New Man - with Luke Combs"
2019,"['Luis Fonsi', 'Daddy Yankee']","Despacito"
2019,"['Post Malone', 'SZA']","Staring At The Sun (feat. SZA)"
2019,"['JACKBOYS', 'Sheck Wes']","GANG GANG"
2019,"['Rotimi', 'Wale']","In My Bed"
2019,"['Ed Sheeran', 'Khalid']","Beautiful People (feat. Khalid)"
2019,"['Nipsey Hussle', 'Roddy Ricch', 'Hit-Boy']","Racks in the Middle (feat. Roddy Ricch and Hit-Boy)"
2019,"['Tory Lanez', 'T-Pain']","Jerry Sprunger (with T-Pain)"
2019,"['Daddy Yankee', 'Snow']","Con Calma"
2019,"['Offset', 'Cardi B']","Clout (feat. Cardi B)"
2019,"['ROSALÍA', 'J Balvin', 'El Guincho']","Con Altura"
2019,"['Martin Garrix', 'Macklemore', 'Fall Out Boy']","Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)"
2019,"['Ed Sheeran', 'Justin Bieber']","I Don't Care (with Justin Bieber)"
2019,"['Drax Project', 'SIX60']","Catching Feelings (feat. SIX60)"
2019,"['NLE Choppa', 'Blueface']","Shotta Flow (Feat. Blueface) [Remix]"
2019,"['SAINt JHN', 'Lil Baby']","Trap (feat. Lil Baby)"
2019,"['Chris Brown', 'Gunna']","Heat (feat. Gunna)"
2019,"['Dreamville', 'JID', 'Bas', 'J. Cole', 'EARTHGANG', 'Young Nudy']","Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)"
2019,"['Trippie Redd', 'YoungBoy Never Broke Again']","Hate Me"
2019,"['Cordae', 'Anderson .Paak']","RNP (feat. Anderson .Paak)"
2019,"['Dalex', 'Lenny Tavárez', 'Chencho Corleone', 'Juhn', 'Dímelo Flow']","Hola - Remix"
2019,"['CHROMANCE', 'Marcus Layton']","Wrap Me In Plastic - Marcus Layton Radio Edit"
2019,"['Big Sean', 'Hit-Boy', 'A$AP Ferg']","Bezerk (feat. A$AP Ferg)"
2019,"['Don Toliver', 'Quavo', 'Offset']","HAD ENOUGH (feat. Quavo & Offset)"
2019,"['Internet Money', 'Lil Tecca', 'A Boogie Wit da Hoodie']","Somebody"
2019,"['Taylor Swift', 'Shawn Mendes']","Lover (Remix) [feat. Shawn Mendes]"
2019,"['DJ Snake', 'J Balvin', 'Tyga']","Loco Contigo (feat. J. Balvin & Tyga)"
2019,"['MEDUZA', 'Goodboys']","Piece Of Your Heart"
2019,"['Lizzo', 'Missy Elliott']","Tempo (feat. Missy Elliott)"
2019,"['Blueface', 'Rich The Kid']","Daddy (feat. Rich The Kid)"
2019,"['Natti Natasha', 'Romeo Santos']","La Mejor Versión de Mi - Remix"
2019,"['Kehlani', 'Keyshia Cole']","All Me (feat. Keyshia Cole)"
2019,"['Mahalia', 'Ella Mai']","What You Did (feat. Ella Mai)"
2019,"['Young Thug', 'Travis Scott', 'Gunna']","Hot (Remix) [feat. Gunna and Travis Scott]"
2019,"['ILLENIUM', 'Jon Bellion']","Good Things Fall Apart (with Jon Bellion)"
2019,"['Roddy Ricch', 'Meek Mill']","Peta (feat. Meek Mill)"
2019,"['ROSALÍA', 'Ozuna']","Yo x Ti, Tu x Mi"
2019,"['Flipp Dinero', 'Lil Baby']","How I Move (feat. Lil Baby)"
2019,"['Mitchell Tenpenny', 'Seaforth']","Anything She Says"
2019,"['Ariana Grande', 'Miley Cyrus', 'Lana Del Rey']","Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)"
2019,"['Martin Jensen', 'James Arthur']","Nobody"
2019,"['Sam Feldt', 'RANI']","Post Malone (feat. RANI)"
2019,"['Rauw Alejandro', 'Farruko']","Fantasias"
2019,"['Aaron Smith', 'Luvli', 'Krono']","Dancin - Krono Remix"
2019,"['Wale', 'Bryson Tiller']","Love... (Her Fault) [feat. Bryson Tiller]"
2019,"['Joyner Lucas', 'Logic']","Isis"
2019,"['PnB Rock', 'Lil Skies']","I Like Girls (feat. Lil Skies)"
2019,"['Alex Rose', 'Rafa Pabön']","Jangueo"
2019,"['Rick Ross', 'Drake']","Gold Roses (feat. Drake)"
2019,"['MC Virgins', 'Wonder']","Anime Thighs"
2019,"['PnB Rock', 'XXXTENTACION']","MIDDLE CHILD"
2019,"['Zach Williams', 'Dolly Parton']","There Was Jesus"
2019,"['ilyTOMMY', 'Savage Ga$p']","Tunnel of Love"
2019,"['Migos', 'KAROL G', 'Snoop Dogg', 'Rock Mafia']","My Family - from ""The Addams Family"""
2019,"['SiR', 'Kendrick Lamar']","Hair Down (feat. Kendrick Lamar)"
2019,"['Upchurch', 'Katie Noel']","Hey Boy, Hey Girl"
2019,"['NLE Choppa', 'Blueface']","Shotta Flow (feat. Blueface) [Remix]"
2019,"['Eric Bellinger', 'Chris Brown', 'OG Parker']","Type a Way (feat. Chris Brown & OG Parker)"
2019,"['TOKYO’S REVENGE', 'ZEDSU']","THOT!"
2019,"['Tyler, The Creator']","A BOY IS A GUN*"
2019,"['Arcangel', 'Bad Bunny']","Infeliz"
2020,"['The Kid LAROI', 'Marshmello']","FEEL SOMETHING (feat. Marshmello)"
2020,"['Bebe Rexha', 'Doja Cat']","Baby, I'm Jealous (feat. Doja Cat)"
2020,"['Anuel AA', 'Enrique Iglesias']","Fútbol & Rumba (feat. Enrique Iglesias)"
2020,"['DJ Chose', 'Beatking']","THICK"
2020,"['Lady Gaga', 'Ariana Grande']","Rain On Me (with Ariana Grande)"
2020,"['Lil Durk', '6LACK', 'Young Thug']","Stay Down (with 6LACK & Young Thug)"
2020,"['Kygo', 'OneRepublic']","Lose Somebody"
2020,"['All Time Low', 'blackbear']","Monsters (feat. blackbear)"
2020,"['Jawsh 685', 'Jason Derulo', 'BTS']","Savage Love (Laxed – Siren Beat) [BTS Remix]"
2020,"['Tainy', 'J Balvin']","Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie"
2020,"['iann dior', 'Machine Gun Kelly', 'Travis Barker']","Sick and Tired (ft. Machine Gun Kelly and Travis Barker)"
2020,"['FLETCHER', 'Kito']","Bitter"
2020,"['Keith Urban', 'P!nk']","One Too Many"
2020,"['Maluma', 'Lenny Tavárez', 'Justin Quiles']","Parce (feat. Justin Quiles)"
2020,"['Anuel AA', 'Lil Wayne']","Ferrari"
2020,"['Calvin Harris', 'The Weeknd']","Over Now (with The Weeknd)"
2020,"['Polo G', 'Lil Baby']","Be Something (feat. Lil Baby)"
2020,"['Tyler, The Creator']","BEST INTEREST"
2020,"['NAV', 'Gunna', 'Travis Scott']","Turks (feat. Travis Scott)"
2020,"['El Fantasma', 'Los Dos Carnales']","Cabrón y Vago - En Vivo"
2020,"['Lauv', 'Troye Sivan']","i'm so tired..."
2020,"['iann dior', 'Lil Baby']","Prospect (ft. Lil Baby)"
2020,"['Gabby Barrett', 'Charlie Puth']","I Hope (feat. Charlie Puth)"
2020,"['Lil Uzi Vert', '21 Savage']","Yessirskiii"
2020,"['Anuel AA', 'Farruko', 'Zion']","Que Se Joda"
2020,"['G-Eazy', 'Tory Lanez', 'Tyga']","Still Be Friends (feat. Tory Lanez & Tyga)"
2020,"['ROSALÍA', 'Travis Scott']","TKN (feat. Travis Scott)"
2020,"['Lil Yachty', 'DaBaby', 'Drake']","Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)"
2020,"['Sada Baby', 'Nicki Minaj']","Whole Lotta Choppas (Remix) [feat. Nicki Minaj]"
2020,"['Anuel AA', 'Kendo Kaponi', 'Yandel', 'Ñengo Flow']","Antes y Después"
2020,"['Lil Tecca', 'Lil Uzi Vert']","Dolly (with Lil Uzi Vert)"
2020,"['ILLENIUM', 'Annika Wells']","Nightlight"
2020,"['Gunna', 'Lil Uzi Vert']","RELENTLESS (feat. Lil Uzi Vert)"
2020,"['Anuel AA', 'Travis Barker']","No Llores Mujer"
2020,"['John Legend', 'Gary Clark Jr.']","Wild (feat. Gary Clark Jr.)"
2020,"['Anuel AA', 'Mariah Angeliq']","Bandido"
2020,"['Sech', 'J Balvin']","La Luz"
2020,"['Rauw Alejandro', 'Camilo']","Tattoo - Remix with Camilo"
2020,"['Anuel AA', 'Tego Calderon']","Rifles Rusos"
2020,"['Daddy Yankee', 'Anuel AA', 'Kendo Kaponi']","Don Don"
2020,"['21 Savage', 'Metro Boomin']","Brand New Draco"
2020,"['Travis Scott', 'Future', 'Young Thug', 'M.I.A.']","FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX"
2020,"['NLE Choppa', 'Big Sean']","Moonlight (feat. Big Sean)"
2020,"['Russ', 'BIA']","BEST ON EARTH (feat. BIA) - Bonus"
2020,"['Future', 'Drake']","Life Is Good (feat. Drake)"
2020,"['NF', 'Mikayla Sippel']","Chasing_(Demo)"
2020,"['Juice WRLD', 'Marshmello']","Come & Go (with Marshmello)"
2020,"['Wiz Khalifa', 'Empire of the Sun']","The Thrill"
2020,"['Lauv', 'Anne-Marie']","fuck, i'm lonely (with Anne-Marie)"
2020,"['Sub Urban', 'REI AMI']","Freak (feat. REI AMI)"
2020,"['21 Savage', 'Metro Boomin']","My Dawg"
2020,"['K/DA', '(G)I-DLE', 'Wolftyla', 'Bea Miller', 'League of Legends']","THE BADDEST"
2020,"['Diplo', 'Thomas Rhett', 'Young Thug']","Dance with Me (feat. Thomas Rhett & Young Thug)"
2020,"['Bryson Tiller', 'Drake']","Outta Time (feat. Drake)"
2020,"['K/DA', 'Madison Beer', 'Kim Petras', 'League of Legends']","VILLAIN"
2020,"['Beatking', 'Queendome Come']","Then Leave (feat. Queendome Come)"
2020,"['Ozuna', 'Camilo']","Despeinada"
2020,"['Bankrol Hayden', 'Luh Kel']","Brothers (feat. Luh Kel)"
2020,"['Bad Bunny', 'Mora']","Una Vez"
2020,"['Joji', 'BENEE']","Afterthought"
2020,"['H.E.R.', 'A Boogie Wit da Hoodie', 'Chris Brown', 'Pop Smoke']","Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)"
2020,"['Ashe', 'Niall Horan']","Moral of the Story (feat. Niall Horan)"
2020,"['Yandel', 'Bad Bunny']","CANCIÓN CON YANDEL"
2020,"['Anitta', 'Myke Towers', 'Cardi B']","Me Gusta (with Cardi B & Myke Towers)"
1993,"['Take That', 'Lulu']","Relight My Fire (feat. Lulu)"
1996,"['Charles Aznavour', 'Richard Galliano', 'Eddie Louiss']","She - Tous les visages de l’amour"
1996,"['Nick Cave & The Bad Seeds', 'Kylie Minogue']","Where the Wild Roses Grow - 2011 - Remaster"
1997,"['Jim Brickman', 'Martina McBride']","Valentine"
1998,"['The Corrs', 'Tin Tin Out']","What Can I Do"
1998,"['George Michael', 'Elton John']","Don't Let the Sun Go Down on Me"
2001,"['Robbie Williams', 'Nicole Kidman']","Somethin' Stupid"
2003,"['Shankar-Ehsaan-Loy', 'Sonu Nigam']","Kal Ho Naa Ho"
2004,"['Ja Rule', 'R. Kelly', 'Ashanti']","Wonderful"
2004,"['RBD', 'Anahí', 'Dulce María', 'Maite Perroni', 'Christian Chávez', 'Christopher von Uckermann', 'Alfonso Herrera']","Otro Día Que Va"
2005,"['RBD', 'Anahí', 'Dulce María', 'Maite Perroni', 'Christian Chávez', 'Christopher von Uckermann', 'Alfonso Herrera']","Tras De Mí"
2005,"['Shakira', 'Gustavo Cerati']","No (feat. Gustavo Cerati)"
2006,"['Bob Sinclar', 'Steve Edwards']","World Hold on (Children of the Sky) [Radio Edit]"
2006,"['Justice', 'Simian']","We Are Your Friends - Justice Vs Simian"
2006,"['Alex Gargolas', 'Randy']","Soy una Gargola"
2007,"['Kalimba', 'Jesús Navarro']","No Puedo Dejarte de Amar (with Jesús Navarro)"
2008,"['Luis Fonsi', 'Aleks Syntek', 'Noel Schajris', 'David Bisbal']","Aqui Estoy Yo"
2008,"['The Cinematic Orchestra', 'London Metropolitan Orchestra']","Arrival of the Birds"
2009,"['Ana Gabriel', 'Vikki Carr']","Cosas del Amor (with Vikki Carr)"
2009,"['Baby Rasta', 'Gringo', 'Plan B']","Ella Se Contradice (feat. Plan B)"
2010,"['Shakira', 'El Cata']","Rabiosa (feat. El Cata)"
2010,"['Michael Jackson', 'Akon']","Hold My Hand"
2010,"['Farruko', 'Jadiel']","Chulería en Pote"
2010,"['Don Omar', 'Plan B']","Hooka"
2011,"['Los Tigres Del Norte', 'Paulina Rubio']","Golpes En El Corazón"
2011,"['Franco De Vita', 'Alejandra Guzman']","Tan Sólo Tú (feat. Alejandra Guzmán) - Franco De Vita en Primera Fila"
2011,"['Alexis y Fido', 'Franco ""El Gorilla""']","Mala Conducta (feat. Franco El Gorila)"
2011,"['T-Pain', 'Ne-Yo']","Turn All the Lights On (feat. Ne-Yo)"
2011,"['Michael Bublé', 'Shania Twain']","White Christmas (with Shania Twain)"
2011,"['J Alvarez', 'Ñejo & Dalmata']","Sexo, Sudor y Calor"
2011,"['Jeff Bernat', 'Geologic Of The Blue Scholars']","Call You Mine (feat. Geologic Of The Blue Scholars)"
2011,"['Michael Bublé', 'The Puppini Sisters']","Jingle Bells (feat. The Puppini Sisters)"
2012,"['Gerardo Ortiz', 'Kevin Ortiz']","Tal Como Eres"
2012,"['ScHoolboy Q', 'A$AP Rocky']","Hands on the Wheel (feat. Asap Rocky)"
2012,"['Justin Bieber', 'Ludacris']","All Around The World"
2012,"['Taylor Swift', 'Ed Sheeran']","Everything Has Changed"
2012,"['Frédéric Chopin', 'Khatia Buniatishvili']","Waltz in C-sharp minor, Op. 64 No. 2"
2012,"['Pablo Alborán', 'Jesse & Joy']","Dónde está el amor (feat. Jesse & Joy)"
2012,"['Labrinth', 'Emeli Sandé']","Beneath Your Beautiful (feat. Emeli Sandé)"
2012,"['Warren G', 'Nate Dogg', 'The Game']","Party We Will Throw Now!"
2012,"['Boyce Avenue', 'Kina Grannis']","Fast Car"
2012,"['Michael Bublé', 'Thalia']","Mis Deseos / Feliz Navidad (with Thalia)"
2013,"['Alejandro Fernández', 'Christina Aguilera']","Hoy Tengo Ganas De Ti"
2013,"['will.i.am', 'Miley Cyrus', 'French Montana', 'Wiz Khalifa', 'Mustard']","Feelin' Myself"
2013,"['Ariana Grande', 'Mac Miller']","The Way"
2013,"['Maribou State', 'Holly Walker']","Tongue"
2013,"['Wolfgang Amadeus Mozart', 'Academy of Ancient Music', 'Stephen Cleobury', ""Choir of King's College, Cambridge""]","Requiem, K. 626: Lacrimosa"
2013,"['Michael Bublé', 'Reese Witherspoon']","Something Stupid (feat. Reese Witherspoon)"
2013,"['Tyga', 'The Game']","Switch Lanes"
2013,"['Linkin Park', 'Steve Aoki']","A LIGHT THAT NEVER COMES"
2013,"['Armin van Buuren', 'Trevor Guthrie']","This Is What It Feels Like"
2014,"['Steve Aoki', 'Chris Lake', 'Tujamo', 'Kid Ink']","Delirious (Boneless) (feat. Kid Ink)"
2014,"['Route 94', 'Jess Glynne']","My Love (feat. Jess Glynne)"
2014,"['Deorro', 'DyCy', 'Adrian Delgado']","Perdoname"
2014,"['Pitbull', 'Chris Brown']","Fun (feat. Chris Brown)"
2014,"['Tyga', 'Young Thug']","Hookah"
2014,"['Luis Fonsi', 'Juan Luis Guerra 4.40']","Llegaste Tú"
2014,"['Ryan Montbleau', 'Tall Heights']","Fast Car (feat. Tall Heights)"
2014,"['Alexandre Desplat', 'London Symphony Orchestra']","The Imitation Game"
2014,"['Karen Harding', 'Zac Samuel']","Say Something - Zac Samuel Remix"
2015,"['Drake', 'Travis Scott']","Company"
2015,"['Stick Figure', 'Collie Buddz']","Smokin' Love (with Collie Buddz)"
2015,"['A$AP Rocky', 'ScHoolboy Q']","Electric Body (feat. ScHoolboy Q)"
2015,"['Taylor Swift', 'Kendrick Lamar']","Bad Blood"
2015,"['Tiësto', 'The Chainsmokers']","Split (Only U)"
2015,"['Justin Bieber', 'Travis Scott']","No Sense"
2015,"['White Noise Baby Sleep', 'White Noise for Babies', 'White Noise For Baby Sleep', 'Natural Sounds', 'Nature & Sounds Backgrounds']","The Early Morning Rain"
2015,"['Jeremih', 'Juicy J', 'Twista']","Woosah"
2015,"['Ghostemane', '$uicideBoy$', 'JGRXXN']","Seppuku (feat. Suicideboy$ & Jgrxxn)"
2015,"['Wiz Khalifa', 'Iggy Azalea']","Go Hard or Go Home"
2015,"['Justin Bieber', 'Big Sean']","No Pressure"
2015,"['Marvin Gaye', 'Kygo']","Sexual Healing - Kygo Remix"
2015,"['Farruko', 'Ky-Mani Marley']","Chillax (feat. Ky-Mani Marley)"
2015,"['Disclosure', 'Lorde']","Magnets"
2015,"['Fear, and Loathing in Las Vegas']","Let Me Hear"
2015,"['Eminem', 'Gwen Stefani']","Kings Never Die"
2015,"['TheFatRat', 'Laura Brehm']","Monody (feat. Laura Brehm)"
2015,"['The Weeknd', 'Kygo']","Often - Kygo Remix"
2015,"['Dove Cameron', 'Cameron Boyce', 'Booboo Stewart', 'Sofia Carson']","Rotten to the Core"
2015,"['Charles Gounod', 'Yo-Yo Ma']","Ave Maria"
2015,"['Pitbull', 'Sensato', 'Osmani Garcia ""La Voz""']","El Taxi"
2016,"['Mag.Lo', 'O Super']","Never"
2016,"['EyeKeem', 'KORNDAWG', 'ACOT']","Gasolina"
2016,"['Vai Mahina', 'Sulata Foai-Amiatu', 'Matthew Ineleo']","An Innocent Warrior"
2016,"['CHANYEOL', 'Punch']","Stay With Me"
2016,"['V', 'JIN']","It's Definitely You"
2016,"['A$AP Mob', 'A$AP Rocky', 'Tyler, The Creator', 'Playboi Carti', 'Yung Gleesh']","Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)"
2016,"['dark cat', 'juu', 'Cinders']","Bubble Tea"
2016,"['Fat Joe', 'Remy Ma', 'JAY-Z', 'French Montana', 'InfaRed']","All The Way Up (Remix)"
2016,"['Mario Winans', 'Enya', 'Diddy']","I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster"
2016,"['Coldplay', 'Seeb']","Hymn for the Weekend - Seeb Remix"
2016,"['Fifth Harmony', 'Fetty Wap']","All In My Head (Flex) (feat. Fetty Wap)"
2016,"['Jay Park', 'Hoody', 'Loco']","All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version]"
2016,"['Enrique Iglesias', 'Wisin']","DUELE EL CORAZON (feat. Wisin)"
2016,"['ZHU', 'Skrillex', 'THEY.']","Working For It"
2016,"['Chino & Nacho', 'Daddy Yankee']","Andas En Mi Cabeza"
2016,"['Anuel AA', 'Daddy Yankee', 'Wisin', 'Farruko', 'Zion & Lennox']","Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]"
2016,"['Pouya', 'Shakewell']","Terminal Sex"
2016,"['Noname', ""Cam O'bi"", 'Raury']","Diddy Bop (feat. Cam O'bi & Raury)"
2016,"['DEAN', 'Gaeko']","D (Half Moon)"
2016,"['6LACK', 'T-Pain']","One Way (feat. T-Pain) - Bonus"
2016,"['KAYTRANADA', 'Anderson .Paak']","GLOWED UP"
2016,"['Los Cadetes De Linares', 'Homero Guerrero y Lupe Tijerina']","Las Tres Tumbas"
2016,"['Little Mix', 'Machine Gun Kelly']","No More Sad Songs (feat. Machine Gun Kelly)"
2016,"['Drake', 'PARTYNEXTDOOR']","With You"
2016,"['Lil Wayne', 'Wiz Khalifa', 'Imagine Dragons', 'X Ambassadors', 'Logic', 'Ty Dolla $ign']","Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)"
2016,"['TSUKI', 'Shiloh Dynasty']","Who? (feat. Shiloh Dynasty)"
2016,"['Sia', 'Sean Paul']","Cheap Thrills (feat. Sean Paul)"
2017,"['Koe Wetzel', 'Parker McCollum']","Love"
2017,"['Tim McGraw', 'Faith Hill']","The Rest of Our Life"
2017,"['Mounika.', 'Cavetown']","Cut My Hair"
2017,"['21 Savage', 'Offset', 'Metro Boomin', 'Quavo']","Rap Saved Me"
2017,"['ZAYN', 'Taylor Swift']","I Don’t Wanna Live Forever (Fifty Shades Darker)"
2017,"['Jazmine Sullivan', 'Bryson Tiller']","Insecure"
2017,"['Niall Horan', 'Maren Morris']","Seeing Blind"
2017,"['J Balvin', 'Bad Bunny']","Si Tu Novio Te Deja Sola"
2017,"['Bethel Music', 'Steffany Gretzinger']","King of My Heart - Live"
2017,"['Ghostemane', 'Shakewell', 'Pouya', 'Erick the Architect']","Death by Dishonor"
2017,"['Alina Baraz', 'Khalid']","Electric (feat. Khalid)"
2017,"['Dirt Rock Empire', 'Nate Kenyon', 'The Lacs']","Dirt Road Dollars (feat. Nate Kenyon & The Lacs)"
2017,"['Lil Peep', 'Horse Head']","Girls"
2017,"['EARTHGANG', 'JID']","Meditate (feat. J.I.D.)"
2017,"['Drake', 'Black Coffee', 'Jorja Smith']","Get It Together"
2017,"['David Guetta', 'Justin Bieber']","2U"
2017,"['Ramirez', '$uicideBoy$']","GreyGods (feat. $Uicideboy$)"
2017,"['Miguel', 'Natalia Lafourcade']","Remember Me (Dúo)"
2017,"['Big Sean', 'Metro Boomin', 'Kash Doll']","So Good (& Metro Boomin)"
2017,"['Tinlicker', 'Helsloot']","Because You Move Me"
2017,"['2 Chainz', 'Gucci Mane', 'Quavo']","Good Drank"
2017,"['Ro Ransom', 'Y2K']","See Me Fall - Y2K Remix"
2017,"['Lil Baby', 'Moneybagg Yo']","All Of A Sudden"
2017,"['21 Savage', 'Metro Boomin']","My Choppa Hate Niggas"
2017,"['Cashmere Cat', 'Ariana Grande']","Quit (feat. Ariana Grande)"
2017,"['Imaginary Future', 'Kina Grannis']","I Will Spend My Whole Life Loving You"
2017,"['Daddy Yankee', 'Bad Bunny']","Vuelve"
2017,"['Chris Jeday', 'J Balvin', 'Ozuna', 'Arcangel']","Ahora Dice"
2017,"['Billie Eilish', 'Astronomyy']","Ocean Eyes - Astronomyy Remix"
2017,"['Jorja Smith', 'Preditah']","On My Mind (Jorja Smith X Preditah)"
2017,"['Verzache', 'Swell']","Waiting for You"
2017,"['Romeo Santos', 'Daddy Yankee', 'Nicky Jam']","Bella y Sensual"
2017,"['Billie Eilish', 'Vince Staples']","&burn (with Vince Staples)"
2017,"['Migos', 'Travis Scott']","Kelly Price (feat. Travis Scott)"
2017,"['Linkin Park', 'Kiiara']","Heavy (feat. Kiiara)"
2017,"['Lou Monte', ""Joe Reisman's Orchestra and Chorus""]","Dominick the Donkey (The Italian Christmas Donkey)"
2017,"['FKJ', '((( O )))']","Vibin' Out"
2017,"['ODESZA', 'WYNNE', 'Mansionair']","Line Of Sight (feat. WYNNE & Mansionair)"
2017,"['KYLE', 'Kodak Black']","iSpy (feat. Kodak Black)"
2017,"['Selena Gomez', 'Gucci Mane']","Fetish (feat. Gucci Mane)"
2017,"['Calvin Harris', 'Frank Ocean', 'Migos', 'Funk Wav']","Slide (feat. Frank Ocean & Migos)"
2017,"['Gucci Mane', 'Offset']","Met Gala (feat. Offset)"
2017,"['China Anne McClain', 'Thomas Doherty', 'Dylan Playfair']","What's My Name"
2017,"['blackbear', 'lil aaron']","playboy shit (feat. lil aaron)"
2017,"['Louis Tomlinson', 'Bebe Rexha', 'Digital Farm Animals']","Back to You (feat. Bebe Rexha & Digital Farm Animals)"
2017,"['Justin Bieber', 'BloodPop®']","Friends (with BloodPop®)"
2017,"['Ben Platt', 'Kristolyn Lloyd', 'Will Roland', 'Laura Dreyfuss', 'Original Broadway Cast of Dear Evan Hansen']","You Will Be Found"
2017,"['Tyler Childers', 'OurVinyl']","White House Road (OurVinyl Sessions)"
2017,"['Bad Bunny', 'Mambo Kingz', 'DJ Luian', 'Arcangel', 'Almighty', 'Bryant Myers', 'Noriel', 'Baby Rasta', 'Brytiago']","Me Mata"
2017,"['J Balvin', 'Jowell & Randy']","Bonita"
2017,"['Carlos Vives', 'Shakira']","La Bicicleta"
2018,"['Famous Dex', 'A$AP Rocky']","PICK IT UP (feat. A$AP Rocky)"
2018,"['Trippie Redd', 'Travis Scott']","Dark Knight Dummo"
2018,"['KHEA', 'Bad Bunny', 'Duki', 'Cazzu']","Loca - Remix"
2018,"['Mozzy', 'Iamsu!', 'Yo Gotti', 'DeJ Loaf']","Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf)"
2018,"['Meek Mill', 'Jeremih', 'PnB Rock']","Dangerous (feat. Jeremih and PnB Rock)"
2018,"['Only The Family', 'Lil Durk']","No Auto Durk"
2018,"['Metro Boomin', 'Swae Lee', 'Travis Scott']","Dreamcatcher (feat. Swae Lee & Travis Scott)"
2018,"['Ozuna', 'Romeo Santos']","El Farsante - Remix"
2018,"['Rich The Kid', 'Kendrick Lamar']","New Freezer (feat. Kendrick Lamar)"
2018,"['Travis Scott', 'Lil Uzi Vert', 'Kanye West']","Watch (feat. Lil Uzi Vert & Kanye West)"
2018,"['G-Eazy', 'Yo Gotti', 'YBN Nahmir']","1942 (feat. Yo Gotti & YBN Nahmir)"
2018,"['Migos', 'Post Malone']","Notice Me"
2018,"['pxzvc', 'Shiloh Dynasty']","Bad Idea"
