"year","artists","name"
2011,"['The Lonely Island', 'Michael Bolton']","Jack Sparrow"
2011,"['Bridgit Mendler', 'Naomi Scott', 'Hayley Kiyoko', 'Blake Michael', 'Adam Hicks']","More Than a Band"
2011,"['Blackmill', 'Veela']","Let It Be (feat. Veela)"
2011,"['JAY-Z', 'Kanye West', 'Beyoncé']","Lift Off"
2011,"['Travis Barker', 'Yelawolf', 'Twista', 'Busta Rhymes', 'Lil Jon']","Let's Go"
2011,"['Andrew Rannells', 'Josh Gad', ""Rory O'Malley"", 'Kevin Duda', 'Clark Johnsen', 'Justin Bohon', 'Brian Sears', 'Scott Barnhardt', 'Benjamin Schrader', 'Lewis Cleale', 'Jason Michael Snow']","Hello!"
2011,"['Adam Hicks', 'Bridgit Mendler', 'Naomi Scott', 'Hayley Kiyoko', 'Blake Michael']","Turn Up the Music"
2011,"['Lil Wayne', 'Drake']","She Will"
2012,"['Langhorne Slim', 'The Law']","The Way We Move"
2012,"['Rick Ross', 'Wale', 'Drake']","Diced Pineapples"
2012,"['Chris Brown', 'Kevin McCall']","Strip (feat. Kevin McCall)"
2012,"['Icona Pop', 'Charli XCX']","I Love It (feat. Charli XCX) - Original Version"
2012,"['Rick Ross', 'Meek Mill']","So Sophisticated"
2012,"['The Weeknd', 'Drake']","The Zone"
2012,"['Dirty Heads', 'Matisyahu']","Dance All Night"
2012,"['3BallMTY', 'América Sierra', 'El Bebeto']","Inténtalo (feat. América Sierra & El Bebeto)"
2012,"['Christina Aguilera', 'Blake Shelton']","Just A Fool"
2012,"['Avicii', 'Nicky Romero']","I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit"
2012,"['Jennifer Lopez', 'Pitbull']","Dance Again"
2012,"['Justin Bieber', 'Big Sean']","As Long As You Love Me"
2012,"['DJ Drama', 'Jeremih', '2 Chainz', 'Meek Mill']","My Moment (feat. 2 Chainz, Meek Mill and Jeremih)"
2012,"['Fear, and Loathing in Las Vegas']","Just Awake"
2012,"['Zedd', 'Matthew Koma']","Spectrum"
2012,"['Cher Lloyd', 'Becky G']","Oath"
2012,"['Christina Perri', 'Steve Kazee']","A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack"
2012,"['Don Omar', 'Natti Natasha']","Dutty Love"
2012,"['Slightly Stoopid', 'Angela']","Mona June (feat. Angela Hunte)"
2012,"['Will Reagan', 'United Pursuit']","Set a Fire"
2012,"['Flume', 'Jezzabell Doran']","Sleepless"
2012,"['P!nk', 'Lily Allen']","True Love (feat. Lily Allen)"
2012,"['KB', 'Lecrae']","Church Clap"
2012,"['Odd Future', 'Frank Ocean']","White (feat. Frank Ocean)"
2012,"['Jack Johnson', 'Dave Matthews', 'Tim Reynolds']","A Pirate Looks At Forty"
2012,"['Kanye West', 'Big Sean', 'Pusha T', '2 Chainz']","Mercy.1"
2012,"['Glee Cast', '2CELLOS']","Smooth Criminal (Glee Cast Version) (feat. 2CELLOS)"
2012,"['Kendrick Lamar', 'Anna Wise']","Real"
2012,"['Kendrick Lamar', 'Mary J. Blige']","Now Or Never - Bonus Track"
2012,"['Tamela Mann', 'Kirk Franklin']","Take Me to the King (feat. Kirk Franklin)"
2012,"['Pitbull', 'TJR']","Don't Stop the Party (feat. TJR)"
2012,"['Ivan Gough', 'Feenixpawl', 'Georgi Kay', 'Axwell']","In My Mind (feat. Georgi Kay) - Axwell Radio Edit"
2012,"['E-40', 'YG', 'Iamsu!', 'Problem']","Function"
2012,"['Smoke DZA', 'Den 10']","Substance Abuse"
2012,"['Kendrick Lamar', 'Drake']","Poetic Justice"
2012,"['George Gershwin', 'Benjamin Grosvenor', 'Royal Liverpool Philharmonic Orchestra', 'James Judd']","Rhapsody In Blue"
2012,"['Willie Nelson', 'Lukas Nelson']","Just Breathe (feat. Lukas Nelson)"
2012,"['Train', 'Ashley Monroe']","Bruises (feat. Ashley Monroe)"
2012,"['Flume', 'Moon Holiday']","Insane"
2012,"['Kendrick Lamar', 'Dr. Dre']","Compton"
2012,"['G-Eazy', 'Dominique Le Jeune']","Marilyn (feat. Dominique Le Jeune)"
2012,"['Wiz Khalifa', 'The Weeknd']","Remember You (feat. The Weeknd)"
2012,"['Rebelution', 'Zumbi']","So High (feat. Zumbi)"
2012,"['Kanye West', 'JAY-Z', 'Big Sean']","Clique - Album Version (Edited)"
2012,"['Michael Bublé', 'The Puppini Sisters']","Frosty the Snowman (feat. The Puppini Sisters)"
2012,"['Ja Rule', 'Ashanti']","Always On Time"
2012,"['Ed Helms', 'The Lorax Singers']","How Bad Can I Be?"
2013,"['J Balvin', 'Farruko']","6 AM"
2013,"['Five Finger Death Punch', 'Tech N9ne']","Mama Said Knock You Out"
2013,"['Fergie', 'Q-Tip', 'GoonRock']","A Little Party Never Killed Nobody (All We Got)"
2013,"['Maia Wilson', 'Cast - Frozen']","Fixer Upper - From ""Frozen""/Soundtrack Version"
2013,"['Mac Miller', 'Earl Sweatshirt']","I'm Not Real"
2013,"['Eminem', 'Nate Ruess']","Headlights"
2013,"['John Mayer', 'Katy Perry']","Who You Love (feat. Katy Perry)"
2013,"['J. Cole', 'Miguel']","Power Trip (feat. Miguel)"
2013,"['Nipsey Hussle', 'Drake']","Killer (feat. Drake)"
2013,"['Sean Dagher', 'Nils Brown', 'Michiel Schrey']","Leave Her Johnny"
2013,"['Maejor', 'Juicy J', 'Justin Bieber']","Lolly"
2013,"['Kevin Gates', 'Wiz Khalifa']","Satellites (feat. Wiz Khalifa) - HPG Remix"
2013,"['B.o.B', 'T.I.', 'Juicy J']","We Still in this Bitch (feat. T.I. and Juicy J)"
2013,"['Mac Miller', 'ScHoolboy Q']","Gees"
2013,"['Florida Georgia Line', 'Nelly']","Cruise - Remix"
2013,"['Childish Gambino', 'Jhené Aiko']","I. Pink Toes"
2013,"['Chance the Rapper', 'BJ The Chicago Kid', 'Lili K']","Good Ass Intro"
2013,"['Julie Andrews', 'Dick Van Dyke', 'The Pearlie Chorus']","Supercalifragilisticexpialidocious - From ""Mary Poppins""/Soundtrack Version"
2013,"['Tristam', 'Braken']","Flight"
2013,"['Erik Satie', 'Alena Cherny']","Gnossienne No. 1"
2013,"['A$AP Rocky', 'Gunplay', 'A$AP Ferg']","Ghetto Symphony (feat. Gunplay & A$AP Ferg)"
2013,"['James Arthur', 'Chasing Grace']","Certain Things (feat. Chasing Grace)"
2013,"['Chance the Rapper', 'Noname']","Lost"
2013,"['Struggle Jennings', 'Waylon Jennings', 'Yelawolf']","Outlaw Shit (feat. Waylon Jennings & Yelawolf)"
2013,"['Edward Maya', 'Vika Jigulina']","Stereo Love"
2013,"['Parra for Cuva', 'Anna Naklab']","Wicked Games (feat. Anna Naklab) - Radio Edit"
2013,"['Jeezy', '2 Chainz']","R.I.P."
2013,"['The Weeknd', 'Drake']","Live For"
2013,"['Tech N9ne', 'Krizz Kaliko', 'Serj Tankian']","Straight Out the Gate"
2013,"['Yo Gotti', 'Meek Mill']","F-U (feat. Meek Mill)"
2013,"['Drake', 'Jhené Aiko']","From Time"
2013,"['Chance the Rapper', 'Nosaj Thing']","Paranoia"
2013,"['Fall Out Boy', 'Foxes']","Just One Yesterday"
2013,"['Chance the Rapper', 'Ab-Soul']","Smoke Again"
2013,"['Sebastian Ingrosso', 'Tommy Trash', 'John Martin']","Reload - Radio Edit"
2013,"['Jeff Williams', 'Casey Lee Williams']","This Will Be the Day (feat. Casey Lee Williams)"
2013,"['Krizz Kaliko', 'Tech N9ne']","Ti**ies"
2013,"['Kristin Chenoweth', 'Idina Menzel']","Defying Gravity - From ""Wicked"" Original Broadway Cast Recording/2003"
2013,"['Passion', 'Kristian Stanfill']","In Christ Alone - Live"
2013,"['Drake', 'JAY-Z']","Pound Cake / Paris Morton Music 2"
2013,"['Florida Georgia Line', 'Luke Bryan']","This Is How We Roll"
2013,"['Aaron Krause', 'Liza Anne']","Every Breath You Take (feat. Liza Anne)"
2013,"['Eminem', 'Sia']","Beautiful Pain"
2013,"['Tyler, The Creator']","48"
2013,"['B.o.B', '2 Chainz']","HeadBand (feat. 2 Chainz)"
2013,"['Willie Nelson', 'Paula Nelson']","Have You Ever Seen the Rain (feat. Paula Nelson)"
2013,"['T.I.', 'B.o.B', 'Kendrick Lamar', 'Kris Stephens']","Memories Back Then (feat. B.o.B, Kendrick Lamar & Kris Stephens)"
2013,"['Tyler, The Creator']","Awkward"
2013,"['J. Cole', 'Jhené Aiko']","Sparks Will Fly (feat. Jhené Aiko)"
2014,"['B.o.B', '2 Chainz', 'Coucheron']","HeadBand (feat. 2 Chainz) - Coucheron Remix"
2014,"['Mike WiLL Made-It', 'Lil Wayne', 'Kendrick Lamar', 'Future']","Buy The World"
2014,"['Pepe Aguilar', 'Melissa Robles', 'Ángela Aguilar', 'La Marisoul']","Prometiste"
2014,"['Method Man', 'Mary J. Blige']","I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix"
2014,"['Chris Brown', 'Jhené Aiko']","Drunk Texting (feat. Jhené Aiko)"
2014,"['Duke Dumont', 'Jax Jones']","I Got U"
2014,"['Eric Bellinger', 'Too $hort', 'Ty$']","9 Lives (Certified West Coast Killer) (feat. Too $hort & Ty$)"
2014,"['Romeo Santos', 'Carlos Santana']","Necio (feat. Carlos Santana)"
2014,"['James Newton Howard', 'Jennifer Lawrence']","The Hanging Tree"
2014,"['UGK', 'OutKast']","Int'l Players Anthem (I Choose You) (feat. OutKast)"
2014,"['Tyga', 'Dash D Cadet']","Bouncin On My D*ck"
2014,"['Barrett Wilbert Weed', 'Ryan McCartan']","Dead Girl Walking"
2014,"['Futuristic', 'Dizzy Wright', 'Layzie Bone']","I Guess I'll Smoke (feat. Dizzy Wright & Layzie Bone)"
2014,"['Seekae', 'Flume']","Test & Recognise - Flume Re-work"
2014,"['Kid Ink', 'Chris Brown']","Main Chick (feat. Chris Brown)"
2014,"['Dillon Francis', 'DJ Snake']","Get Low"
2014,"['Seven Lions', 'Myon', 'Shane 54', 'Tove Lo']","Strangers"
2014,"['OneRepublic', 'Alesso']","If I Lose Myself - Alesso vs OneRepublic"
2014,"['Flight Facilities', 'Giselle']","Crave You"
2014,"['Flying Lotus', 'Kendrick Lamar']","Never Catch Me"
2014,"['K CAMP', 'Fetty Wap']","1Hunnid"
2014,"['Barrett Wilbert Weed', 'Katie Ladner', 'Alice Lee', 'Jessica Keenan Wynn', 'Elle McLemore']","Beautiful"
2014,"['Austin Mahone', 'Pitbull']","Mmm Yeah (feat. Pitbull)"
2014,"['Bas', 'J. Cole']","My Nigga Just Made Bail"
2014,"['Jennifer Lopez', 'Iggy Azalea']","Booty"
2014,"['Max Richter', 'Louisa Fuller', 'Natalia Bonner', 'John Metcalfe', 'Philip Sheppard', 'Chris Worsey']","On The Nature Of Daylight"
2014,"['Shakira', 'Rihanna']","Can't Remember to Forget You (feat. Rihanna)"
2014,"['Adrian Marcel', 'Sage The Gemini']","2AM."
2014,"['Dirty Heads', 'Tech N9ne']","Burn Slow"
2014,"['King Lil G', 'David Ortiz']","Hopeless Boy"
2014,"['Barrett Wilbert Weed', 'Ryan McCartan']","Seventeen"
2014,"['R. Kelly', 'T.I.', 'T-Pain']","I'm a Flirt Remix (feat. T.I. & T-Pain)"
2014,"['Travis Scott', 'The 1975', 'Big Sean']","Don't Play (feat. The 1975 & Big Sean)"
2014,"['Pentatonix', 'Lindsey Stirling']","Radioactive"
2014,"['Enrique Iglesias', 'Marco Antonio Solís']","El Perdedor"
2014,"['Lenny Cooper', 'Young Gunner']","Duramax (feat. Young Gunner)"
2014,"['Azealia Banks', 'Lazy Jay']","212"
2014,"['Mila J', 'Ty Dolla $ign']","My Main"
2014,"['Oliver Heldens', 'Becky Hill']","Gecko (Overdrive) - Radio Edit"
2014,"['Hozier', 'Karen Cowley']","In a Week (feat. Karen Cowley)"
2015,"['NF', 'Britt Nicole']","Can You Hold Me"
2015,"['Ocean Sounds', 'Ocean Waves For Sleep']","Waves: Calm"
2015,"['Ne-Yo', 'Juicy J']","She Knows"
2015,"['Major Lazer', 'Ellie Goulding', 'Tarrus Riley']","Powerful"
2015,"['Charlie Puth', 'Meghan Trainor']","Marvin Gaye (feat. Meghan Trainor)"
2015,"['Janji', 'Johnning']","Heroes Tonight"
2015,"['R. City', 'Adam Levine']","Locked Away (feat. Adam Levine)"
2015,"['Griffinilla', 'Jeff Burgess']","Stay Calm (feat. Jeff Burgess)"
2015,"['R. City', 'Adam Levine']","Locked Away (feat. Adam Levine)"
2015,"['Kid Ink', 'Fetty Wap']","Promise (feat. Fetty Wap)"
2015,"['Drake', 'Future']","Big Rings"
2015,"['$uicideBoy$', 'Pouya']","Muddy Blunts"
2015,"['Ryan Stevenson', 'Gabe Real']","Eye of the Storm (feat. Gabe Real)"
2015,"['Yelawolf', 'Eminem']","Best Friend"
2015,"['Bethel Music', 'Jonathan David Helser', 'Melissa Helser']","No Longer Slaves (Spontaneous) - Live"
2015,"['Drake', 'Future']","Diamonds Dancing"
2015,"['Travis Scott', 'The Weeknd']","Pray 4 Love (feat. The Weeknd)"
2015,"['Kendrick Lamar', 'Bilal', 'Anna Wise', 'Thundercat']","These Walls"
2015,"['Justin Bieber', 'Halsey']","The Feeling"
2015,"['Pentatonix', 'Tori Kelly']","Winter Wonderland / Don't Worry Be Happy (feat. Tori Kelly)"
2015,"['Troy Ave', 'Young Lito']","She Belongs to the Game"
2015,"['Bankroll Fresh', 'Travis Porter', 'Street Money Boochie']","Walked In"
2015,"['Jonas Blue', 'Dakota']","Fast Car"
2015,"['Los Ángeles Azules', 'Ximena Sariñana']","Mis Sentimientos"
2015,"['Hayden James', 'ODESZA']","Something About You - ODESZA Remix"
2015,"['Jidenna', 'Roman GianArthur']","Classic Man (feat. Roman GianArthur)"
2015,"['Sam Feldt', 'Kimberly Anne', 'EDX']","Show Me Love - EDX Remix / Radio Edit"
2015,"['Kendrick Lamar', 'George Clinton', 'Thundercat']","Wesley's Theory"
2015,"['O.T. Genasis', 'Young Dolph']","Cut It (feat. Young Dolph)"
2015,"['Zedd', 'Selena Gomez']","I Want You To Know"
2015,"['Imagine Dragons', 'Broiler']","Shots - Broiler Remix"
2015,"['Drake', 'Future']","Scholarships"
2015,"['Troye Sivan', 'Alex Hope']","BLUE"
2015,"['A$AP Ferg', 'Future']","New Level (feat. Future)"
2015,"['Louis The Child', 'K.Flay']","It's Strange"
2015,"['Drake', 'Future']","Digital Dash"
2015,"['Rob Bailey & The Hustle Standard', 'Busta Rhymes', 'KXNG Crooked', 'Tech N9ne']","Beast - Southpaw Remix"
2015,"['X Ambassadors', 'Jamie N Commons']","Jungle"
2015,"['Flo Rida', 'Robin Thicke', 'Verdine White']","I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)"
2015,"['A$AP Rocky', 'Joe Fox', 'Kanye West']","Jukebox Joints (feat. Joe Fox & Kanye West)"
2015,"['Carnage', 'ILOVEMAKONNEN']","I Like Tuh"
2015,"['White Noise Meditation', 'Rain for Deep Sleep', 'Thunderstorm Sleep', 'Thunder Storm', 'Lightning, Thunder and Rain Storm', 'Thunderstorms']","An Angry Thunderstorm"
2015,"['Tyler, The Creator', 'Aaron Shaw', 'Samantha Nelson', 'Austin Feinstein']","2SEATER (feat. Aaron Shaw, Samantha Nelson & Austin Feinstein)"
2015,"['Meek Mill', 'Tory Lanez']","Lord Knows (feat. Tory Lanez)"
2015,"['Just A Gent', 'NGHTMRE']","Limelight (NGHTMRE Remix)"
2015,"['The Weeknd', 'Lana Del Rey']","Prisoner"
2015,"['Big Sean', 'Kanye West', 'John Legend']","One Man Can Change The World"
2015,"['Fetty Wap', 'Monty']","679 (feat. Monty)"
2016,"['NGHTMRE', 'SLANDER']","GUD VIBRATIONS"
2016,"['Lil Uzi Vert', 'Future']","Seven Million (feat. Future)"
2016,"['Rachel House', ""Auli'i Cravalho""]","I Am Moana (Song of the Ancestors)"
2016,"['KAYTRANADA', 'Syd']","YOU'RE THE ONE"
2016,"['YG', 'Drake', 'Kamaiyah']","Why You Always Hatin?"
2016,"['Zion & Lennox', 'J Balvin']","Otra vez (feat. J Balvin)"
2016,"['Chance the Rapper', 'Future']","Smoke Break (feat. Future)"
2016,"['Kid Cudi', 'Travis Scott']","Baptized In Fire"
2016,"['Ark Patrol', 'Veronika Redd']","Let Go"
2016,"['Made in M', 'Smuv']","Old Roots New Trees"
2016,"['Fat Nick', 'Lil Peep']","P.S Fuck You Cunt (feat. Lil Peep)"
2016,"['Meek Mill', 'Sound M.O.B.', 'Tory Lanez']","Litty (feat. Tory Lanez)"
2016,"['T-Pain', 'Lil Yachty']","Dan Bilzerian (feat. Lil Yachty)"
2016,"['Mac Miller', 'Kendrick Lamar']","God Is Fair, Sexy Nasty (feat. Kendrick Lamar)"
2016,"['Call Me Karizma', 'Cass']","F U Till I F U"
2016,"['Moe Shop', 'Jamie Paige', 'Shiki-TMNS']","Love Taste"
2016,"['Dierks Bentley', 'Elle King']","Different For Girls"
2016,"['Chance the Rapper', 'Saba']","Angels (feat. Saba)"
2016,"['Post Malone', 'Kehlani']","Feel"
2016,"['Beyoncé', 'Kendrick Lamar']","Freedom (feat. Kendrick Lamar)"
2016,"['Arcangel', 'Bad Bunny', 'Mambo Kingz', 'DJ Luian']","Tu No Vive Asi (feat. Mambo Kingz & DJ Luian)"
2016,"['SIAMES', 'Patricia Pacheco']","The Wolf"
2016,"['Kid Cudi', 'WILLOW']","Rose Golden"
2016,"['Mike Perry', 'SHY Martin']","The Ocean (feat. Shy Martin)"
2016,"['The Game', 'Drake']","100 (feat. Drake)"
2016,"['Chance the Rapper', 'Kanye West', ""Chicago Children's Choir""]","All We Got (feat. Kanye West & Chicago Children's Choir)"
2016,"['50 Cent', 'Sonny Digital']","I'm The Man"
2016,"[""Auli'i Cravalho"", 'Vai Mahina', ""Olivia Foa'i"", ""Opetaia Foa'i"", 'Matthew Ineleo']","Know Who You Are"
2016,"['Unknown Brain', 'Chris Linton']","Superhero"
2016,"['blackbear', 'Tarro']","idfc - Tarro Remix"
2016,"['NxWorries', 'Anderson .Paak', 'Knxwledge']","Suede"
2016,"['Upchurch', 'Justin Adams']","The Old Days (feat. Justin Adams)"
2016,"['Hailee Steinfeld', 'DNCE']","Rock Bottom"
2016,"['The Weeknd', 'Lana Del Rey']","Stargirl Interlude"
2016,"['Jelly Roll', 'Struggle']","Train Tracks (feat. Struggle)"
2016,"['Alex Newell', 'Jess Glynne', 'DJ Cassidy', 'Nile Rodgers', 'Audien']","Kill The Lights (with Nile Rodgers) - Audien Remix"
2016,"['Louis The Child', 'Icona Pop']","Weekend"
2016,"['Ab-Soul', 'Mac Miller', 'Rapsody']","The Law (feat. Mac Miller & Rapsody)"
2016,"['PLVTINUM', 'Tarro']","Champagne & Sunshine"
2016,"['Ricky Martin', 'Maluma']","Vente Pa' Ca (feat. Maluma)"
2016,"['Beyoncé', 'The Weeknd']","6 Inch (feat. The Weeknd)"
2016,"['Whethan', 'Flux Pavilion', 'MAX']","Savage (feat. Flux Pavilion & MAX)"
2016,"['French Montana', 'Kodak Black']","Lockjaw (feat. Kodak Black)"
2016,"['The Weeknd', 'Future']","All I Know"
2016,"['Fat Joe', 'Remy Ma', 'French Montana', 'InfaRed']","All The Way Up"
2016,"['Young Dolph', 'T.I.']","Foreva"
2016,"['Daniel Caesar', 'Kali Uchis']","Get You (feat. Kali Uchis)"
2016,"['Ben Platt', 'Original Broadway Cast of Dear Evan Hansen']","Waving Through A Window"
2016,"['Cash Cash', 'Bebe Rexha']","Take Me Home (feat. Bebe Rexha)"
2016,"['BADBADNOTGOOD', 'Samuel T. Herring']","Time Moves Slow"
2016,"['YG', 'G-Eazy', 'Macklemore']","FDT - Pt. 2"
2016,"['J Balvin', 'Pharrell Williams', 'BIA', 'Sky']","Safari"
2016,"['The Chainsmokers', 'Phoebe Ryan']","All We Know"
2017,"['Natti Natasha', 'Ozuna']","Criminal"
2017,"['Hugh Jackman', 'Keala Settle', 'Daniel Everidge', 'Zendaya', 'The Greatest Showman Ensemble']","Come Alive"
2017,"['TheFatRat', 'Anjulie']","Fly Away"
2017,"['DeJ Loaf', 'Jacquees']","You Belong To Somebody Else"
2017,"['Sabrina Claudio', '6LACK']","Belong to You (feat. 6LACK)"
2017,"['Ant Beale', 'Charlie Heat']","Sunshine"
2017,"['Avicii', 'Sandro Cavazza']","Without You (feat. Sandro Cavazza)"
2017,"['Shakira', 'Maluma']","Chantaje (feat. Maluma)"
2017,"['Trippie Redd', '6ix9ine']","Poles 1469"
2017,"['XXXTENTACION', 'Ski Mask The Slump God']","Off the Wall!"
2017,"['Kesha', 'The Dap-Kings Horns']","Woman (feat. The Dap-Kings Horns)"
2017,"['Chris Brown', 'Usher', 'Gucci Mane']","Party (feat. Usher & Gucci Mane)"
2017,"['Ed Sheeran', 'Beyoncé']","Perfect Duet (Ed Sheeran & Beyoncé)"
2017,"['Clean Bandit', 'Zara Larsson']","Symphony (feat. Zara Larsson)"
2017,"['Lost Sky', 'Chris Linton']","Fearless Pt. II"
2017,"['Billie Eilish', 'blackbear']","Ocean Eyes - Blackbear Remix"
2017,"['Nicky Jam', 'Enrique Iglesias']","El Perdón"
2017,"['Bad Bunny', 'Prince Royce', 'J Balvin', 'Mambo Kingz', 'DJ Luian']","Sensualidad"
2017,"['mansionz', 'Spark Master Tape']","STFU"
2017,"['YFN Lucci', 'PnB Rock']","Everyday We Lit (feat. PnB Rock)"
2017,"['Christian French', 'Triegy']","By Myself"
2017,"['Rich Brian', 'Keith Ape', 'XXXTENTACION']","Gospel"
2017,"['Erik Eriksson', 'White Noise for Babies', 'White Noise Baby Sleep']","Pure Brown Noise - Loopable with no fade"
2017,"['Deorro', 'Chris Brown']","Five More Hours - Deorro x Chris Brown"
2017,"['The Chainsmokers', 'Coldplay']","Something Just Like This"
2017,"['Chris Brown', 'Yo Gotti', 'A Boogie Wit da Hoodie', 'Kodak Black']","Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)"
2017,"['6LACK', 'Jhené Aiko']","First Fuck"
2017,"['ODESZA', 'Leon Bridges']","Across The Room (feat. Leon Bridges)"
2017,"['NAV', 'Metro Boomin']","Call Me"
2017,"['Calvin Harris', 'Future', 'Khalid']","Rollin (feat. Future & Khalid)"
2017,"['Marc E. Bassy', 'G-Eazy']","You & Me"
2017,"['quickly, quickly']","Getsomerest/sleepwell"
2017,"[""Dre'es"", 'Mia']","Warm (feat. Mia)"
2017,"['Colter Wall', 'Tyler Childers']","Fraulein (feat. Tyler Childers)"
2017,"['In Love With a Ghost', 'Nori']","Flowers"
2017,"['Ben Platt', 'Original Broadway Cast of Dear Evan Hansen']","Waving Through A Window"
2017,"['Jhené Aiko', 'Kurupt']","Never Call Me"
2017,"['The Honeysticks', 'Ricky Montgomery']","Out Like a Light"
2017,"['Kendrick Lamar', 'U2']","XXX. FEAT. U2."
2017,"['Mozzy', 'Yhung T.O.', 'Too $hort', 'DCMBR']","Excuse Me (feat. Too $hort & Dcmbr)"
2017,"['beabadoobee', 'Oscar Lang']","The Moon Song"
2017,"['Cheat Codes', 'Fetty Wap', 'CVBZ']","Feels Great (feat. Fetty Wap & CVBZ)"
2017,"['Bebe Rexha', 'Ty Dolla $ign']","Bad Bitch (feat. Ty Dolla $ign)"
2017,"['blackbear', 'FRND']","anxiety (with FRND)"
2017,"['NAV', 'Metro Boomin']","Held Me Down"
2018,"['Ozuna', 'Mambo Kingz', 'DJ Luian', 'Bad Bunny', 'Wisin', 'Almighty']","Solita"
2018,"['Alina Baraz', 'Khalid']","Floating (feat. Khalid)"
2018,"['Metro Boomin', 'Travis Scott']","Overdue (with Travis Scott)"
2018,"['Whethan', 'Mascolo']","Good Nights (feat. Mascolo)"
2018,"['Casting Crowns', 'Matthew West']","Nobody (feat. Matthew West)"
2018,"['League of Legends', 'The Glitch Mob', 'Mako', 'The Word Alive']","RISE"
2018,"['Gucci Mane', 'Bruno Mars', 'Kodak Black']","Wake Up in the Sky"
2018,"['Cardi B', 'SZA']","I Do (feat. SZA)"
2018,"['Jeremy Zucker', 'Chelsea Cutler']","better off"
2018,"['Dynoro', ""Gigi D'Agostino""]","In My Mind"
2018,"['Drake', 'Michael Jackson']","Don’t Matter To Me (with Michael Jackson)"
2018,"['NAV', 'Lil Uzi Vert']","Wanted You (feat. Lil Uzi Vert)"
2018,"['XXXTENTACION', 'Joey Bada$$']","infinity (888) - feat. Joey Bada$$"
2018,"['6LACK', 'Khalid']","Seasons (feat. Khalid)"
2018,"['Post Malone', 'G-Eazy', 'YG']","Same Bitches (feat. G-Eazy & YG)"
2018,"['BTS', 'Steve Aoki']","MIC Drop (Steve Aoki Remix) [Full Length Edition]"
2018,"['Trevor Daniel', 'blackbear']","Falling (blackbear Remix)"
2018,"['A$AP Rocky', 'Frank Ocean']","Purity (feat. Frank Ocean)"
2018,"['Silk City', 'Dua Lipa', 'Diplo', 'Mark Ronson']","Electricity (with Dua Lipa)"
2018,"['Rodney Atkins', 'The Fisk Jubilee Singers']","Caught Up In The Country"
2018,"['Still Woozy', 'ODIE']","Lucy"
2018,"['Bebe Rexha', 'Florida Georgia Line']","Meant to Be (feat. Florida Georgia Line)"
2018,"['Diplo', 'Trippie Redd']","Wish - Trippie Mix"
2018,"['Bhad Bhabie', 'Lil Baby']","Geek'd (feat. Lil Baby)"
2018,"['Earth, Wind & Fire']","September"
2018,"['DJ Khaled', 'Justin Bieber', 'Quavo', 'Chance the Rapper']","No Brainer"
2018,"['Duckwrth', 'Shaboozey']","Start a Riot"
2018,"['NOTD', 'Bea Miller']","I Wanna Know (feat. Bea Miller)"
2018,"['mommy', 'Philanthrope', 'Kyle McEvoy']","thinking of you"
2018,"['XXXTENTACION', 'Lil Pump', 'Swae Lee', 'Maluma']","Arms Around You (feat. Maluma & Swae Lee)"
2018,"['Metro Boomin', '21 Savage']","Don't Come Out The House (with 21 Savage)"
2018,"['ScHoolboy Q', '2 Chainz', 'Saudi']","X (with 2 Chainz & Saudi)"
2018,"['Jay Rock', 'Kendrick Lamar']","Wow Freestyle (feat. Kendrick Lamar)"
2018,"['Tory Lanez', 'Trippie Redd']","FeRRis WhEEL (feat. Trippie Redd)"
2018,"['Cardi B', 'Kehlani']","Ring (feat. Kehlani)"
2018,"['Wiz Khalifa', 'Ty Dolla $ign']","Something New (feat. Ty Dolla $ign)"
2018,"['KIDS SEE GHOSTS', 'Louis Prima']","4th Dimension"
2018,"['Gunna', 'Young Thug', 'Lil Baby']","Oh Okay (feat. Young Thug & Lil Baby)"
2018,"['Alan Walker', 'K-391', 'Emelie Hollow']","Lily"
2018,"['Future', 'Juice WRLD']","Realer N Realer"
2018,"['Kodak Black', 'Juice WRLD']","MoshPit (feat. Juice WRLD)"
2018,"['Jelly Roll', 'Struggle Jennings']","Fall in the Fall"
2018,"['Wisin & Yandel', 'Romeo Santos']","Aullando"
2018,"['SNBRN', 'Autograf', 'KOLE']","Move All Night"
2018,"['SadBoyProlific', 'Aiko', 'Teqkoi']","Walk Away"
2018,"['Young Thug', 'Young Stoner Life Records', 'Gunna', 'Lil Baby']","Chanel (Go Get It) [feat. Gunna & Lil Baby]"
2018,"['Maroon 5', 'Cardi B']","Girls Like You (feat. Cardi B)"
2018,"['Jason Aldean', 'Miranda Lambert']","Drowns The Whiskey (feat. Miranda Lambert)"
2018,"['Little Mix', 'Nicki Minaj']","Woman Like Me (feat. Nicki Minaj)"
2018,"['Lil Skies', 'Rich The Kid']","Creeping (feat. Rich the Kid)"
2018,"['Iggy Azalea', 'Tyga']","Kream (feat. Tyga)"
2018,"['Shiloh Dynasty', 'Patient Zero']","Imagination"
2018,"['Jubël', 'NEIMY']","Dancing In The Moonlight (feat. NEIMY)"
